region,source,title
Rajasthan,Dainik Bhaskar Rajasthan,"Tractor fell from culvert, uncle and nephew died: Lost control while saving goats, were going to village with machine to sow seeds in the field"
Rajasthan,Dainik Bhaskar Rajasthan,House leases handed over to villagers in Sonokhar-Anchwara: People got relief on the spot in rural service camps.
Rajasthan,Dainik Bhaskar Rajasthan,"Public indecency with girl and sister-in-law in Jaipur, VIDEO: Deadly attack on girl's brother who reached the spot after getting information; got three stitches on the head"
Rajasthan,Dainik Bhaskar Rajasthan,Mantra of unity given to Congress workers: Dotasara and Julie welcomed in Rajaldesar while going to Bikaner
Rajasthan,Dainik Bhaskar Rajasthan,"People are troubled by street dogs in Ward-31 of Khairthal: Children and elderly people are not able to come out of their houses, city council accused of not taking action, demand of action from the collector."
Rajasthan,Dainik Bhaskar Rajasthan,A snake sitting with its hood spread on the doctor's chair in the hospital: Patients made noise and called the staff; Rescued and released into the forest
Rajasthan,Dainik Bhaskar Rajasthan,"The matter is true, MP Hanuman Beniwal's supporters made a video of 'Cucumber': Minister said - the fight is not about caste, but about the farmer; Board Chairman said - I washed utensils for 10 rupees"
Rajasthan,Dainik Bhaskar Rajasthan,"Heavy rain accompanied by storm in Alwar: People got relief from heat and humidity, roads filled with water; Know how the weather will be in future"
Rajasthan,Dainik Bhaskar Rajasthan,"Fire broke out in the cafe due to leakage in the cylinder, major accident averted: Children were studying in the school behind, fire brigade brought it under control after hard work."
Rajasthan,Dainik Bhaskar Rajasthan,"Jalore boxers won 3 gold medals: Players won six medals, players welcomed with flowers and garlands"
Rajasthan,Dainik Bhaskar Rajasthan,"Made aware about the disadvantages of mobile addiction: Information given to school children in the workshop, advice to limit screen time"
Rajasthan,Dainik Bhaskar Rajasthan,"Smugglers were carrying 46 kg of Dodachura in the ambulance: Peepalkhunt police blocked and caught, 2 accused arrested"
Rajasthan,Dainik Bhaskar Rajasthan,"Protest against liquor shop in Rajsamand's Danceriya: Villagers said - Excise Department is operating without permission, action should be taken"
Rajasthan,Dainik Bhaskar Rajasthan,"BJP workers celebrated the birthday of Minister Bhupendra Yadav: Donated Rs 1.31 lakh to Fatiabad Gaushala, planted 21 saplings."
Rajasthan,Dainik Bhaskar Rajasthan,5 teachers suspended over irregularities in disabled quota: 141 secondary teachers will also undergo medical examination again
Rajasthan,Dainik Bhaskar Rajasthan,"Youth dies after drinking poisonous substance in Mohra village: Came out of the house in an intoxicated state, when brother called he told - I drank poisonous medicine"
Rajasthan,Dainik Bhaskar Rajasthan,"Disturbances in land settlement survey, farmers worried: Farmers' land made government; Some reduced it, some increased it"
Rajasthan,Dainik Bhaskar Rajasthan,"Police batons on SFI workers in Sikar: Ruckus at the gate of SP office, clash broke out when policemen were pushed during the demonstration"
Rajasthan,Dainik Bhaskar Rajasthan,"Road safety awareness campaign concludes: Vehicle rally taken out, common people aware of traffic rules"
Rajasthan,Dainik Bhaskar Rajasthan,"Action against two illegal constructions near Pichola Lake: Three-four floors were being built without permission, the corporation team broke the roof."
Rajasthan,Dainik Bhaskar Rajasthan,"Chances of thunderstorm and rain in Sriganganagar after two days: Hottest city in Rajasthan, temperature reaches 45 degrees."
Rajasthan,Dainik Bhaskar Rajasthan,This year 6 lakh 77 thousand tourists came to Ranthambore: Government got revenue of Rs 69 crore 82 lakh; Zones 1 to 5 closed for three months
Rajasthan,Dainik Bhaskar Rajasthan,Shiv Sainiks started free breakfast service in Pindwara: The needy and all the people coming to the hospital will get the facility.
Rajasthan,Dainik Bhaskar Rajasthan,"‘Bhaskar Samadhan’ became the hope of the common people: 50 houses are facing the brunt of illegal water connections, some are crying and filling water at 2 o'clock"
Rajasthan,Dainik Bhaskar Rajasthan,"Entered the house and beat up the married woman and children: hit the door with sticks, the victim claimed to have been shot"
Rajasthan,Dainik Bhaskar Rajasthan,"Youth dies by drowning in Bhilwara's Meja Dam: Had called his father and said - I have come for a walk, will come in some time; Body found after four hours"
Rajasthan,Dainik Bhaskar Rajasthan,Tonk Ki Reet's selection in National Taekwondo: Won gold medal in zone level competition; Practicing for 5 years
Rajasthan,Dainik Bhaskar Rajasthan,"Fighting between undertrials in Jaipur Central Jail: One injured, interrupted for reciting Hanuman Chalisa; Again accused of attacking with a sharp object"
Rajasthan,Dainik Bhaskar Rajasthan,"Bhaskar Exclusive: Jagan used to make comments on sister, hence killed him: Killer Vishnu came out of the cell smiling; sat together and had dinner before the murder"
Rajasthan,Dainik Bhaskar Rajasthan,"Electric bus will come to Kota by next week, encroachment broken: Police and corporation team got the shop and carts removed; The goods will be seized upon recapture"
Rajasthan,Dainik Bhaskar Rajasthan,Smoke rising in the AC panel of Suryanagari Express: Passengers scared after seeing sparking before reaching Bhagat Ki Kothi station.
Rajasthan,Dainik Bhaskar Rajasthan,"Celebrated the birth anniversary of Colonel Dixon, the founder of Beawar: Congress Seva Dal remembered by offering flowers on the statue."
Rajasthan,Dainik Bhaskar Rajasthan,"Salumber District Collector held a review meeting of the departments: Action will be taken if the target is not met within the time limit, officials reprimanded for slow progress"
Rajasthan,Dainik Bhaskar Rajasthan,"Speeding car collides with electric poles and overturns: Due to breakage of 4 poles, electricity supply in the area stopped, accident on Taranagar-Sahwa road"
Rajasthan,Dainik Bhaskar Rajasthan,"Bhadra Police caught the criminal in Haryana: Caught in bike theft case, stolen vehicle also recovered."
Punjab,Ajit,"1. To convey the message of Shri Guru Ravidas Ji Maharaj to the villages, 50 documentary vans were simultaneously flagged off by Chief Minister Hon."
Punjab,Ajit,2 Breakdown on the Blue Line of Delhi Metro
Punjab,Ajit,"3 Protests, highway jams due to three hours of electricity to the villages of Attari Constituency"
Punjab,Ajit,4 SC The commission called the secretary of the school education department
Punjab,Ajit,5 Kisan Mazdoor Sangharsh Committee protest in front of the office of Additional Superintending Engineer of Powercom
Punjab,Ajit,6 A bus left from the border village Chhan Kallewal as part of the Chief Minister's pilgrimage
Punjab,Ajit,7 NREGA employees staged a protest against the Punjab government regarding their rightful demands
Punjab,Ajit,"Gurvinder Kaur Brar (AAP) became the chairperson of Zilla Parishad Sri Muktsar Sahib, Kulwinder Kaur Jasseana (Akali Dal) became the vice chairperson."
Punjab,Ajit,9 People and farmers are upset due to electricity crisis - Bhai Longowal
Punjab,Ajit,Advocate Dhami and Baba Tek Singh met with the leaders of various Sikh organizations regarding the 105th Panthak gathering of July.
Punjab,Ajit,"11 In Abohar, the police got a big success, 12 people of the gangster gang were arrested along with weapons and heroin."
Punjab,Ajit,Indian Sikh pilgrims returned home from Pakistan to celebrate the death anniversary of 12-year-old Punjab Maharaja Ranjit Singh.
Punjab,Ajit,Announcement of train stop movement on July 4 for the release of 13 captive Singhs
Punjab,Ajit,14 Chief Minister Bhagwant Mann inaugurated the international level swimming pool at Sangrur
Punjab,Ajit,"Announcement of appointment of Constituency Incharges from 15 Aam Aadmi Party Constituencies Kadi, Sujanpur and Pathankot"
Punjab,Ajit,"16 Two days ago, the body of a youth of village Taragarh who went from home was found in Adampur Doaba canal"
Punjab,Jagbani,"A major accident on the National Highway of Kotakpura, the painful death of a person"
Punjab,Jagbani,"L from home C. D., theft of cylinders and other goods"
Punjab,Jagbani,"Banks will be closed for 12 days in the month of July, know the complete list"
Punjab,Jagbani,Sukhbir Badal surrounded the state government regarding the lack of electricity in Punjab
Punjab,Jagbani,Unfortunate news: A young man died due to drowning while bathing in the Khunda canal
Punjab,Jagbani,A case has been registered against the accused who occupied the shop by creating fake will and documents
Punjab,Jagbani,"Heavy rain will occur in Punjab, 'yellow alert' for 3 days of storm and rain"
Punjab,Jagbani,The demand for electricity in Punjab broke records in the midst of extreme heat
Punjab,Jagbani,"Schools across Punjab will open tomorrow, parents are worried, there is a demand to extend the holidays"
Punjab,Jagbani,Punjab will get a new DGP today! All eyes on the UPSC meeting
Punjab,Jagbani,"Big incident in Punjab! After the murder of the girl, the man and woman were caught hiding the body by using 'jugad'"
Punjab,Jagbani,Pilgrims from Pakistan returned to India through the Attari border after celebrating the death anniversary of Maharaja Ranjit Singh
Haryana,Dainik Jagran Haryana,Jagran Josh
Haryana,Dainik Jagran Haryana,Her Zindagi
Haryana,Dainik Jagran Haryana,Onlymyhealth
Haryana,Dainik Jagran Haryana,Vishvas News
Haryana,Dainik Jagran Haryana,Jagran Reviews
Haryana,Dainik Jagran Haryana,subscribe
Haryana,Dainik Jagran Haryana,photo-stories
Haryana,Dainik Jagran Haryana,Did You Know
Haryana,Dainik Jagran Haryana,Jagran Immersive
Haryana,Dainik Jagran Haryana,football world cup
Haryana,Dainik Jagran Haryana,IPO dashboard
Haryana,Dainik Jagran Haryana,middle east crisis
Haryana,Dainik Jagran Haryana,we are hindi
Haryana,Dainik Jagran Haryana,smart choice
Haryana,Dainik Jagran Haryana,Select another city
Haryana,Dainik Jagran Haryana,Kurukshetra
Haryana,Dainik Jagran Haryana,"Bengal: Re-polling begins on Falta Assembly seat, but TMC candidate is missing; people reaching the polling station"
Haryana,Dainik Jagran Haryana,"Mamata-Stalin's defeat is a big blow to the opposition alliance, the path ahead becomes challenging for the anti-BJP alliance"
Haryana,Dainik Jagran Haryana,"BJP-led NDA gets three-fourth majority in Assam, sons of three former Congress CMs lose elections in the state"
Haryana,Dainik Jagran Haryana,"PM Modi congratulated UDF for its victory in Kerala elections, said- we will continue to raise important issues for the progress of Kerala."
Haryana,Dainik Jagran Haryana,"N Rangasamy's influence continues, NDA crosses majority mark in Puducherry"
Haryana,Dainik Jagran Haryana,"Suvendu's roar in Didi's house: Said- 'Mamata Banerjee has retired from politics, it was very important to defeat her'"
Haryana,Dainik Jagran Haryana,"Himanta's attack after victory in Assam, 'Kheda tried to defame Assamese woman, the public made her 'Peda''"
Haryana,Dainik Jagran Haryana,"Karnataka: After recounting on Sringeri seat, BJP candidate declared victorious, snatched away victory from the jaws of defeat."
Haryana,Dainik Jagran Haryana,"Anurag Rastogi gets second extension, will hold the command of Chief Secretary of Haryana till 31 December"
Haryana,Dainik Jagran Haryana,"Tragic road accident in Dulhera: Panipat's only Kabaddi player Himanshu dies, mourning in the family."
Haryana,Dainik Jagran Haryana,"Big action by CBI in Haryana, two bankers arrested in FD scam of Rs 504 crore of IDFC and AU Bank."
Haryana,Dainik Jagran Haryana,"Now officers in Haryana will not have to go to court, testimony will be done through video conferencing"
Haryana,Dainik Jagran Haryana,"IAS Pradeep Dagar, suspended in Rs 169 crore bank scam, retired, absconding for several days; CBI is searching"
Haryana,Dainik Jagran Haryana,"Two cousins ​​died due to drowning in the tank of Bhakra Canal in Bhiwani, both the teenagers had gone out for running in the morning like daily."
Haryana,Dainik Jagran Haryana,"Tragic accident in Jhajjar, Haryana, speeding car collides with truck on the highway; Kabaddi player of Panipat dies"
Haryana,Dainik Jagran Haryana,Opinion: India and France in a new era of cooperation
Haryana,Dainik Jagran Haryana,Thought: Bihar ready for rapid progress
Haryana,Dainik Jagran Haryana,Thought: Importance of communication with children increased
Haryana,Dainik Jagran Haryana,Opinion: Lesson for everyone in Trinamool's defeat
Haryana,Dainik Jagran Haryana,Idea: Certificate of Citizenship
Haryana,Dainik Jagran Haryana,"Suspicious death of soldier's wife in Charkhi Dadri, Bhiwani, parents created ruckus in the hospital."
Haryana,Dainik Jagran Haryana,"Encounter of shooter who opened fire at Haryana MLA Dangi's office, demanded extortion of Rs 5 crore from MLA"
Haryana,Dainik Jagran Haryana,"'This time the bullet will not be fired on the mirrors, you will be shot', Haryana's MLA again receives threat; Extortion demand of Rs 5 crore on WhatsApp"
Haryana,Dainik Jagran Haryana,"National sailing player Maya Dhankhar died by drowning in the pond, the accident happened during practice."
Haryana,Dainik Jagran Haryana,"65th rank in NEET PG and now Captain in Army, Rohtak's daughter Dr. Kirti created history"
Haryana,Dainik Jagran Haryana,"Job news for IAS and HCS officers in Haryana, time till 31st July for self appraisal"
Haryana,Dainik Jagran Haryana,"Bloody family dispute in Hansi, brother-in-law opened fire on brother-in-law; Saved my life by hiding in the bathroom"
Haryana,Dainik Jagran Haryana,"Relief from light rain in 3 districts of Haryana, temperature in Bhiwani reached 45 degrees; Weather will change from July 1st"
Haryana,Dainik Jagran Haryana,"Monsoon will hit Haryana on July 2, there will be rain with south-westerly winds; There will be a drop in temperature"
Haryana,Dainik Jagran Haryana,"Load increased due to heat in Haryana, electricity cut 13 times in 28 hours"
Haryana,Dainik Jagran Haryana,"Neighboring young man brutally assaulted a teenage girl in Panipat, case registered after complaint"
Haryana,Dainik Jagran Haryana,"Left home with e-rickshaw in the morning and dead body found in the evening, 30 year old man murdered in Panipat"
Haryana,Dainik Jagran Haryana,"Driver died due to electrocution on Panipat GT Road, died on the spot as soon as he touched the grill"
Haryana,Dainik Jagran Haryana,Terror of stray dogs in Panipat! 25 people bitten in one day; queue at the hospital
Haryana,Dainik Jagran Haryana,"Notification received on ASI's mobile in Yamunanagar, lakhs of rupees cleared from account as soon as clicked"
Haryana,Dainik Jagran Haryana,"Clouds stopped the pace of heat in Yamunanagar, there will be relief from rain; Favorable weather for paddy transplantation"
Haryana,Dainik Jagran Haryana,"Dainik Jagran's 'This footpath is ours...' campaign, Yamunanagar traders raised demand for footpath and parking"
Haryana,Dainik Jagran Haryana,"Taunts were received on the birth of two daughters, fed up with dowry harassment in Yamunanagar, the married woman committed suicide by swallowing poison."
Haryana,Dainik Jagran Haryana,The morale of miscreants is high in Haryana! Extortion of two crores demanded from IELTS center operator in Yamunanagar
Haryana,Dainik Jagran Haryana,"Major action by CBI in IDFC-AU bank fraud case of Rs. 661 crore, two bank employees arrested, remand for three days"
Haryana,Dainik Jagran Haryana,Hooda's 'Chanakya' reaches Birendra Singh's court! A big political battle is brewing inside Haryana Congress.
Haryana,Dainik Jagran Haryana,Uttar Pradesh
Haryana,Dainik Jagran Haryana,Himachal Pradesh
Haryana,Dainik Jagran Haryana,Jammu and Kashmir
Haryana,Dainik Jagran Haryana,west bengal
Haryana,Dainik Bhaskar Haryana,"BREAKING Haryana Chief Secretary gets extension again: Rastogi will remain on the post for six more months; Shock to Sumita Mishra-Rajpal, retirement in 7 months"
Haryana,Dainik Bhaskar Haryana,DDPO suspended in Mahendragarh for being late in the meeting: Action on the recommendation of Health Minister Aarti Rao; could not answer the delay
Haryana,Dainik Bhaskar Haryana,LIVE Ambala- 4 year old Nirbhay stuck in borewell for 12 hours: T-shirt and hand seen in the camera; After 15 attempts the aluminum pipe reached the child
Haryana,Dainik Bhaskar Haryana,"Entry of monsoon in Haryana in next 48 hours: Rain in Yamunanagar-Ambala, alert in 14 districts; Temperature crosses 40°C in 11 cities"
Haryana,Dainik Bhaskar Haryana,"Female dog fought with cobra to save its owner, VIDEO: Both fought for 25 seconds, stung on mouth and paws; Died in 8 minutes in Karnal"
Haryana,Dainik Bhaskar Haryana,Cousins ​​died due to drowning in a ditch in Bhiwani: Both the children had gone to take a bath; drowned due to too much depth
Haryana,Dainik Bhaskar Haryana,"In Nuh, Minister Vipul Goyal reprimanded XEN: Said- You will be suspended, negligence will not be tolerated, 12 out of 16 problems will be resolved."
Haryana,Dainik Bhaskar Haryana,6 miscreants associated with Goldie Brar gang arrested in Karnal: Conspiracy to murder former councilor foiled; 8 pistols with 30 cartridges recovered
Haryana,Dainik Bhaskar Haryana,"BJP ministers and 3 MLAs missing from CM Saini's program: Even 5 divisional presidents did not reach Rewari; One MLA said - unwell, 2 said out of station"
Haryana,Dainik Bhaskar Haryana,Dirty water pot and Kanwad kept in front of the Commissioner: Councilor representative arrived in Sonipat Corporation with garbage tied around his waist; BJP-Congress demonstration
Haryana,Dainik Bhaskar Haryana,"Inquiry against Panchkula Mahila Police Station ASI-SI in dowry case: Minister Panwar angry over SHO's clarification; Said- 40 years of experience, don't explain to me"
Haryana,Dainik Bhaskar Haryana,"Manisha Mittal murder case, brother turned out to be the mastermind: Murder done in collaboration with friend, transferred ₹ 8.50 lakh; Location shared with shooters from Rohtak"
Haryana,Dainik Bhaskar Haryana,BJP State Vice President's mobile hacked in Rohtak: Satish Nandal said - Do not trust links from my number or demand for money.
Haryana,Dainik Bhaskar Haryana,"IAS officer absconding due to fear of CBI, retirement today: Suspended from April 8, such a case for the first time in Haryana; filed anticipatory bail petition"
Haryana,Dainik Bhaskar Haryana,"Married woman dies in Karnal, body found hanging from fan: Family members had gone to work; The marriage took place only 5 months ago"
Haryana,Dainik Bhaskar Haryana,"Organization's countdown begins in Haryana Congress: New in-charge has one-to-one meeting with leaders in Delhi; Rao Narendra met, brainstorming on forming a new team"
Haryana,Dainik Bhaskar Haryana,"Dead body of an elderly woman found in her house in Kaithal: Outpost incharge said - there was a possibility of death due to heat, there was no fan or cooler; the daughter also left"
Haryana,Dainik Bhaskar Haryana,"Haryanvi tourists behead woman in Mussoorie; VIDEO: After hitting the car, he got angry when he was interrupted; Women ran to save their lives"
Haryana,Dainik Bhaskar Haryana,"Tourist from Gurugram breaks heads of people in Mussoorie, VIDEO: Runs back with empty milk crate; There was a fight after the cars collided"
Haryana,Dainik Bhaskar Haryana,Married woman was in relationship with a youth 11 years younger to her: Sonipat police said - affair for 5 years; Brother's claim - Woman's brother-in-law committed murder
Haryana,Dainik Bhaskar Haryana,"Protest against giving Yamuna water to Rajasthan in Palwal: Demand for Haryana's share of water, demand to implement SYL agreement"
Haryana,Dainik Bhaskar Haryana,Official entry of monsoon in Himachal: It will take 3 to 4 days to reach Punjab and Chandigarh; Heavy rain alert from day after tomorrow
Haryana,Dainik Bhaskar Haryana,"Big relief to 35 thousand clerks of Haryana: Government gave 2 to 3 additional increments, 3 years ago there was a strike for 42 days"
Haryana,Dainik Bhaskar Haryana,Fatehabad youth dies in Himachal Pradesh: Fell into a deep ditch while backing up the car; He was the only son of a bank manager.
Haryana,Dainik Bhaskar Haryana,"Panipat JJP created 5 zones in Israna: fixed the responsibility of officials, will help BLO in SIR"
Haryana,Dainik Bhaskar Haryana,"Property tax worth crores collected in Yamunanagar on the last day: Preparation to seal property by issuing notice to defaulters, full interest will have to be paid"
Haryana,Dainik Bhaskar Haryana,"Service roads of ROB under construction will be wide, there will be no jam: Rewari ADC gave instructions to NHAI officials in the road safety committee meeting."
Haryana,Dainik Bhaskar Haryana,"Kuldeep Kundu became the head of Lions Club Barwala City: Sandeep Goyal was given the responsibility of secretary, Lion Sudarshan Dhanda was given the responsibility of treasurer, took a pledge for social service."
Haryana,Dainik Bhaskar Haryana,"Sirsa Jabbar Chicken Shop operator caught selling drugs: Drug Department-Police raided, started doing drama after seeing the team, first case registered"
Haryana,Dainik Bhaskar Haryana,2 mobile snatchers caught in Chandigarh within 24 hours: Phone snatched from young man going to bus stand; The accused were planning to sell the mobile
Haryana,Dainik Bhaskar Haryana,3 accused who attacked a young man with a knife arrested: Road was blocked in Fatehabad due to old rivalry; even threatened to kill
Haryana,Dainik Bhaskar Haryana,"Accused of theft of Mata Pahari temple in Loharu arrested: ₹2 lakh cash, silver jewelery recovered, was in charge of CCTV cameras"
Haryana,Dainik Bhaskar Haryana,"Bodies of all three found washed away in Bhakra Canal in Fatehabad: Youth's father expressed fear of murder, said - had received death threats"
Haryana,Dainik Bhaskar Haryana,7 habitual criminals arrested in Jhajjar: 10 illegal weapons and 30 cartridges recovered; Police action on 10 years' records
Haryana,Dainik Bhaskar Haryana,Police replied in Punjab Human Rights Commission: SIT formed for Gurdaspur encounter; All three members are from outside the district
Haryana,Dainik Bhaskar Haryana,Meeting regarding former Sarpanch in Bhiwani: Discussion regarding Chanait Tea case; People said – the government did wrong to them
Haryana,Dainik Bhaskar Haryana,Resort to water harvesting to prevent waterlogging in Gurugram: Work started a week before monsoon; IIT Delhi experts are working on the project
Haryana,Dainik Bhaskar Haryana,"National Human Rights Commission team reached Julana: deficiencies found in Anganwadi centre, police station, old age home, instructions given to officials for improvements"
Haryana,Dainik Bhaskar Haryana,"Mother murdered 3 children in Punjab: Came from Mohali and threw them in Ropar canal; 4, 7 and 10 years old, also jumped to commit suicide"
Haryana,Dainik Bhaskar Haryana,The new commissioner inspected the corporation office in Hisar: checked the functioning of 17 branches; Took information about working procedure from officers and employees
Haryana,Dainik Bhaskar Haryana,"Dead body of a young man found in a parked car in Karnal: It was parked on the side of the highway; Identified by tracing the number, driver of Rishikul school owner"
Haryana,Dainik Bhaskar Haryana,Accused arrested with illegal pistol in Kaithal: Was planning a crime; Tried to run away after seeing the police
Haryana,Dainik Bhaskar Haryana,"Uchana police arrested two bike thieves: A minor was also taken under protection, stolen motorcycle recovered."
Haryana,Dainik Bhaskar Haryana,"Awareness campaign on road safety-cyber security in Karnal: Gave information about Golden Hour and Rahveer scheme, officials said - help the injured in road accidents."
Haryana,Dainik Bhaskar Haryana,Jhajjar DC meeting with officials for HTET exam: Tight security around the centres; 8649 candidates will give papers at 14 centers
Haryana,Dainik Bhaskar Haryana,"Demand for local pass increased on Karnal toll: Effect of MLFF system, soon you will get annual pass of Rs 2 thousand"
Haryana,Dainik Bhaskar Haryana,"Bank employee died under suspicious circumstances in Karnal: Bloody body found in the fields, bike found in the bushes; father of two children"
Haryana,Dainik Bhaskar Haryana,"Sports Minister honored street vendors in Palwal: Gaurav Gautam said - being made self-reliant, loan is available under PM Swanidhi scheme"
Haryana,Dainik Bhaskar Haryana,"BJP State President Archana Gupta in Sirsa today: Had lunch at Ratusaria residence, Gobind Kanda paid a courtesy visit and discussed the issues."
Haryana,Dainik Bhaskar Haryana,"Suspicious cheese coming from Haryana caught in Firozpur: Food Safety Department sent samples for testing, it was being sold for Rs 200 per kg."
Haryana,Dainik Bhaskar Haryana,DC inspected Hodal city: Checked cleanliness-drainage system before monsoon; Instructions to officials to remove shortcomings
Haryana,Dainik Bhaskar Haryana,"De-watering scheme started in Basai, Akoda of Mahendragarh: MLA Kanwar Singh Yadav inaugurated it, Rs 2 crore spent"
Haryana,Dainik Bhaskar Haryana,Jam on electricity and water problem in Rewari for the second day: Women standing in a chain along with the barrier said - no electricity and water since one month
Haryana,Dainik Bhaskar Haryana,The one who stole from a house in Hisar arrested: Gold and silver jewelery also recovered; Caught with the help of CCTV
Haryana,Dainik Bhaskar Haryana,"Dead body of a young man found outside the house in Yamunanagar: Went out for a walk after having food, foam came out of the mouth; Family members were looking for a relationship"
Haryana,Dainik Bhaskar Haryana,60 thousand cash stolen from shop in Kalka: Young man seen stealing from neck in CCTV; Demand of traders to install night vision cameras
Haryana,Dainik Bhaskar Haryana,"Uklana MLA targeted the government: Selwal said - failed to keep the promise made to women, demanded 25 percent increase"
Haryana,Dainik Bhaskar Haryana,Chandigarh BJP State General Secretary attacks MP Tiwari: Demands account of work done for one year; The demand for 20 thousand liters of free water was called a gimmick
Haryana,Dainik Bhaskar Haryana,"Chandigarh- Truck driver crushed child, died on the spot: He jumped red light and collided; Accused driver caught from Derabassi"
Haryana,Dainik Bhaskar Haryana,Management will challenge Registrar's decision in court: Rohtak Jat Educational Institution dispute; Pradhan said – anti-social elements are spreading confusion
Haryana,Dainik Bhaskar Haryana,Bulldozer runs on illegal colony in Hansi: Road network and construction work destroyed; was being developed in 8 acres
Haryana,Dainik Bhaskar Haryana,"Faridabad Police destroyed more than one quintal of ganja: it was seized from 87 cases, action taken under the supervision of Police Commissioner"
Haryana,Dainik Bhaskar Haryana,"Punjab gangster Gaurav caught with his associates from Sirsa-Hisar: 6 lakh cash-pistol recovered from Fortuner; Girl runs gang - 40 cases registered, out on bail"
Haryana,Dainik Bhaskar Haryana,Electricity workers staged a protest in Jhajjar: sloganeering against the government; Warning to surround the electricity minister's residence on July 9
Haryana,Dainik Bhaskar Haryana,"Allegation of disappearance of husband in Nuh: Wife said, he promised to get work, two people called him from home and took him away"
Haryana,Dainik Bhaskar Haryana,"In Nuh, vehicles without PUC will not get petrol and diesel: New rule will be implemented from July 1, crowd gathered at PUC centers to get the certificate made."
Haryana,Dainik Bhaskar Haryana,"IDFC Bank Area Head-AU Bank branch manager arrested: CBI asked for 3 days remand, important role in operation of government accounts"
Haryana,Dainik Bhaskar Haryana,Dead body of girl found in bushes along NH-48 in Gurugram: Personnel smelled smell during Rapid Rail survey; Police deny murder
Haryana,Dainik Bhaskar Haryana,"Cheating of Rs 50 thousand by changing ATM card in Palwal: Youth changed the card of truck mechanic, started deducting money from the bank."
Haryana,Dainik Bhaskar Haryana,"Bulldozer ran on illegal colony in Fatehabad: 30 kanals were being built in the land, FIR registered against colonizers"
Haryana,Dainik Bhaskar Haryana,Drug smuggler's property worth Rs 28 lakh attached in Jind: Police action under NDPS Act; Property was created due to intoxication
Haryana,Dainik Bhaskar Haryana,"Attack on young man by calling him home in Palwal: Call on son's mobile, crime committed due to old rivalry, FIR on 5"
Haryana,Dainik Bhaskar Haryana,"Former minister Manish Grover reached Balraj Kundu's educational institution: Bought a college in Sonipat, indications of former MLA joining BJP"
Haryana,Dainik Bhaskar Haryana,Demand to run train from Narnaul to Katra-Haridwar: Youth sent letter to PM and Railway Minister; Run Bandra Express daily
Haryana,Dainik Bhaskar Haryana,More than 30 social media accounts banned in Haryana: Action on water movement in Chainat; Former Sarpanch got Khap's support
Haryana,Dainik Bhaskar Haryana,"6 cases of electricity theft caught in Narwana: Seeing the team, people themselves removed the wires, joint operation of Police-Electricity Corporation"
Haryana,Dainik Bhaskar Haryana,Wanted history-sheeter arrested in more than 25 cases: Dust thrown in the eyes of Hisar Police; Mandeep alias Bhagana was absconding for one and a half year
Haryana,Dainik Bhaskar Haryana,"In Palwal, husband sprinkled petrol on wife and set her on fire: Son who came to save mother also got burnt, dispute over household expenses, admitted in Safdarjung."
Haryana,Dainik Bhaskar Haryana,Opposition to Yagya in Gurdwara complex of Yamunanagar: Sikh community warns DC; Demand for complete ban
Haryana,Dainik Bhaskar Haryana,"Dead body of a person found in a field in Meham: School staff saw it, police started identifying it, forensic team took samples from the spot."
Haryana,Dainik Bhaskar Haryana,"Ajay from Hisar gets offer from American IT company: Will get ₹38 lakh annually, studied in government school, worked in fields for 7-8 years"
Haryana,Dainik Bhaskar Haryana,Minister Vipul Goyal's visit to Narnaul today: Grievance Committee meeting in the evening; Hearing will be held on 11 cases
Haryana,Dainik Bhaskar Haryana,Harvinder Kohli becomes the new district in-charge of Jhajjar BJP: Responsibility given to Dhankhar's close friend; First change in the leadership of the state president
Haryana,Dainik Bhaskar Haryana,Dismissed ASI was trying to grab 10 kg opium: SIT report in Sirsa revealed; kept hidden in the truck
Haryana,Dainik Bhaskar Haryana,Youth dies in collision with Chetak Express in Narnaul: Father of two children; Got hit while crossing the railway track
Haryana,Dainik Bhaskar Haryana,Young man and woman killed in train accident in Kaithal: Hit while crossing the railway track; father of a child
Haryana,Dainik Bhaskar Haryana,Fire at 10 places in Rohtak in 20 days: Short circuit and AC become a danger; Fire safety system not found anywhere
Haryana,Dainik Bhaskar Haryana,Wednesday will be vehicle free day in Chandigarh PU: Facility will be available through free shuttle bus-e-rickshaw; Fuel saving initiative in 550 acre campus
Haryana,Dainik Bhaskar Haryana,"In Fatehabad, BJP state president stopped the convoy. Bike rider: Young man fell on the road after colliding with a cow; Workers took him to the hospital"
Haryana,Dainik Bhaskar Haryana,"Husband's relationship with another woman in Yamunanagar: Married woman said - gave her jewelery also to girlfriend, beat her with sticks"
Haryana,Dainik Bhaskar Haryana,"Bolero ran with a young man sitting on the bonnet in Gurugram, VIDEO: Playing with life for reel; Pedestrians saved their lives by moving back"
Haryana,Dainik Bhaskar Haryana,2 killed in accident on Sonipat's UER-2: Tata 407 rammed into a canter loaded with ply; Both are not identified
Haryana,Dainik Bhaskar Haryana,Additional coaches installed in trains passing through Narnaul: Railway's gift for passengers; Travel will be easy in July
Haryana,Dainik Bhaskar Haryana,"Elderly couple cheated of ₹2.15 crore in Chandigarh: Case-2; The thug said - Your name is in the Ram temple theft case, the fraud was saved due to the daughter's intelligence."
